domain,name,n_nodes,n_edges,level,measure,value,auc,H_raw,denom
Biological,Arroyo_plant-pollinator_web_Elevation_1,182,363,20,spectral_entropy,0.8172261783655477,,,
Biological,Arroyo_plant-pollinator_web_Elevation_1,182,363,40,spectral_entropy,0.9085746734809768,,,
Biological,Arroyo_plant-pollinator_web_Elevation_1,182,363,60,spectral_entropy,0.8307722811539605,,,
Biological,Arroyo_plant-pollinator_web_Elevation_1,182,363,80,spectral_entropy,0.8335807600950118,,,
Biological,Arroyo_plant-pollinator_web_Elevation_1,182,363,100,spectral_entropy,0.8133157837007787,,,
Biological,Arroyo_plant-pollinator_web_Elevation_2,97,179,100,adamic_adar_entropy,0.8164164341133904,0.4285714285714286,4.571860873964196,5.599912842187128
Biological,Arroyo_plant-pollinator_web_Elevation_2,97,179,100,seal_entropy,0.5917236512158845,0.8591836734693877,3.3136008734696887,5.599912842187128
Biological,Arroyo_plant-pollinator_web_Elevation_2,97,179,20,spectral_entropy,0.872210953346856,,,
Biological,Arroyo_plant-pollinator_web_Elevation_2,97,179,40,spectral_entropy,0.9594912859161564,,,
Biological,Arroyo_plant-pollinator_web_Elevation_2,97,179,60,spectral_entropy,0.9170709170709171,,,
Biological,Arroyo_plant-pollinator_web_Elevation_2,97,179,80,spectral_entropy,0.8981233243967829,,,
Biological,Arroyo_plant-pollinator_web_Elevation_2,97,179,100,spectral_entropy,0.8695095402740428,,,
Biological,Arroyo_plant-pollinator_web_Elevation_3,65,85,100,adamic_adar_entropy,0.7113117939117964,0.4117647058823529,3.5724694587701356,5.022367813028454
Biological,Arroyo_plant-pollinator_web_Elevation_3,65,85,100,seal_entropy,0.6310268012378403,0.7750865051903114,3.169248695695233,5.022367813028454
Biological,Arroyo_plant-pollinator_web_Elevation_3,65,85,20,spectral_entropy,0.9787234042553192,,,
Biological,Arroyo_plant-pollinator_web_Elevation_3,65,85,40,spectral_entropy,1.004985044865404,,,
Biological,Arroyo_plant-pollinator_web_Elevation_3,65,85,60,spectral_entropy,0.9133765468473778,,,
Biological,Arroyo_plant-pollinator_web_Elevation_3,65,85,80,spectral_entropy,0.7922392886014551,,,
Biological,Arroyo_plant-pollinator_web_Elevation_3,65,85,100,spectral_entropy,0.782635279730969,,,
Biological,Barrett_Helenurm_plant-pollinator_web_Barrett_Helenurm_plant-pollinator_web,112,166,100,adamic_adar_entropy,0.7772548668686862,0.3484848484848485,4.513794876803092,5.807354922057604
Biological,Barrett_Helenurm_plant-pollinator_web_Barrett_Helenurm_plant-pollinator_web,112,166,100,seal_entropy,0.3503482733873156,0.9710743801652892,2.0345967698902103,5.807354922057604
Biological,Barrett_Helenurm_plant-pollinator_web_Barrett_Helenurm_plant-pollinator_web,112,166,20,spectral_entropy,0.8368200836820084,,,
Biological,Barrett_Helenurm_plant-pollinator_web_Barrett_Helenurm_plant-pollinator_web,112,166,40,spectral_entropy,0.6688341848583371,,,
Biological,Barrett_Helenurm_plant-pollinator_web_Barrett_Helenurm_plant-pollinator_web,112,166,60,spectral_entropy,0.5335579893288401,,,
Biological,Barrett_Helenurm_plant-pollinator_web_Barrett_Helenurm_plant-pollinator_web,112,166,80,spectral_entropy,0.4593707778421154,,,
Biological,Barrett_Helenurm_plant-pollinator_web_Barrett_Helenurm_plant-pollinator_web,112,166,100,spectral_entropy,0.5179010658649905,,,
Biological,Beehler_seed-disperser_web_Beehler_seed-disperser_web,40,119,100,adamic_adar_entropy,0.6791715107953454,0.1956521739130434,2.9353304337534993,4.321928094887363
Biological,Beehler_seed-disperser_web_Beehler_seed-disperser_web,40,119,100,seal_entropy,0.416187944643161,0.941398865784499,1.7987343707067045,4.321928094887363
Biological,Beehler_seed-disperser_web_Beehler_seed-disperser_web,40,119,20,spectral_entropy,0.9056603773584906,,,
Biological,Beehler_seed-disperser_web_Beehler_seed-disperser_web,40,119,40,spectral_entropy,0.6619718309859155,,,
Biological,Beehler_seed-disperser_web_Beehler_seed-disperser_web,40,119,60,spectral_entropy,0.5283911671924291,,,
Biological,Beehler_seed-disperser_web_Beehler_seed-disperser_web,40,119,80,spectral_entropy,0.7323340471092077,,,
Biological,Beehler_seed-disperser_web_Beehler_seed-disperser_web,40,119,100,spectral_entropy,0.7336220898754738,,,
Biological,Binary_interactomes_various species_2012_A_thaliana_mustard_binary_hq,297,560,100,adamic_adar_entropy,0.7905594713823966,0.6023596938775511,5.70334831052417,7.214319120800766
Biological,Binary_interactomes_various species_2012_A_thaliana_mustard_binary_hq,297,560,100,seal_entropy,0.5335272981905719,0.8626434948979592,3.8490361888054143,7.214319120800766
Biological,Binary_interactomes_various species_2012_A_thaliana_mustard_binary_hq,297,560,20,spectral_entropy,0.8715934200834765,,,
Biological,Binary_interactomes_various species_2012_A_thaliana_mustard_binary_hq,297,560,40,spectral_entropy,0.8298342541436464,,,
Biological,Binary_interactomes_various species_2012_A_thaliana_mustard_binary_hq,297,560,60,spectral_entropy,0.683949675943576,,,
Biological,Binary_interactomes_various species_2012_A_thaliana_mustard_binary_hq,297,560,80,spectral_entropy,0.6034525156150101,,,
Biological,Binary_interactomes_various species_2012_A_thaliana_mustard_binary_hq,297,560,100,spectral_entropy,0.61994522313517,,,
Biological,Binary_interactomes_various species_2012_A_thaliana_mustard_binary_lc,297,560,100,adamic_adar_entropy,0.7815927895151563,0.6023596938775511,5.638659806079201,7.214319120800766
Biological,Binary_interactomes_various species_2012_A_thaliana_mustard_binary_lc,297,560,100,seal_entropy,0.5362497248665365,0.86328125,3.868676643628805,7.214319120800766
Biological,Binary_interactomes_various species_2012_A_thaliana_mustard_binary_lc,297,560,20,spectral_entropy,0.8492822966507177,,,
Biological,Binary_interactomes_various species_2012_A_thaliana_mustard_binary_lc,297,560,40,spectral_entropy,0.8281596452328159,,,
Biological,Binary_interactomes_various species_2012_A_thaliana_mustard_binary_lc,297,560,60,spectral_entropy,0.691237192231228,,,
Biological,Binary_interactomes_various species_2012_A_thaliana_mustard_binary_lc,297,560,80,spectral_entropy,0.6016108437285139,,,
Biological,Binary_interactomes_various species_2012_A_thaliana_mustard_binary_lc,297,560,100,spectral_entropy,0.6200651003899578,,,
Biological,Binary_interactomes_various species_2012_A_thaliana_mustard_cocomp_hq,128,134,100,adamic_adar_entropy,0.706483542767105,0.3069526627218935,4.23890125660263,6.0
Biological,Binary_interactomes_various species_2012_A_thaliana_mustard_cocomp_hq,128,134,100,seal_entropy,0.1860127132804979,0.9940828402366864,1.1160762796829875,6.0
Biological,Binary_interactomes_various species_2012_A_thaliana_mustard_cocomp_hq,128,134,20,spectral_entropy,0.6025492468134415,,,
Biological,Binary_interactomes_various species_2012_A_thaliana_mustard_cocomp_hq,128,134,40,spectral_entropy,0.1281024819855884,,,
Biological,Binary_interactomes_various species_2012_A_thaliana_mustard_cocomp_hq,128,134,60,spectral_entropy,0.1276935355147645,,,
Biological,Binary_interactomes_various species_2012_A_thaliana_mustard_cocomp_hq,128,134,80,spectral_entropy,0.2267224301122606,,,
Biological,Binary_interactomes_various species_2012_A_thaliana_mustard_cocomp_hq,128,134,100,spectral_entropy,0.345553411682161,,,
Biological,Binary_interactomes_various species_2012_C_elegans_nematode_binary_lc,50,53,100,adamic_adar_entropy,0.629202967422018,0.4,2.9219280948873623,4.643856189774724
Biological,Binary_interactomes_various species_2012_C_elegans_nematode_binary_lc,50,53,100,seal_entropy,0.5268120382491202,0.62,2.4464393446710155,4.643856189774724
Biological,Binary_interactomes_various species_2012_C_elegans_nematode_binary_lc,50,53,20,spectral_entropy,0.8849557522123893,,,
Biological,Binary_interactomes_various species_2012_C_elegans_nematode_binary_lc,50,53,40,spectral_entropy,1.047040971168437,,,
Biological,Binary_interactomes_various species_2012_C_elegans_nematode_binary_lc,50,53,60,spectral_entropy,0.8930232558139535,,,
Biological,Binary_interactomes_various species_2012_C_elegans_nematode_binary_lc,50,53,80,spectral_entropy,0.8268229166666667,,,
Biological,Binary_interactomes_various species_2012_C_elegans_nematode_binary_lc,50,53,100,spectral_entropy,0.7708665603402446,,,
Biological,Binary_interactomes_various species_2012_D_melanogaster_fly_cocomp_hq,26,56,100,adamic_adar_entropy,0.6891993665086772,0.6859504132231405,2.5503407095463886,3.700439718141092
Biological,Binary_interactomes_various species_2012_D_melanogaster_fly_cocomp_hq,26,56,100,seal_entropy,0.5047059358419745,0.7768595041322314,1.867633890971212,3.700439718141092
Biological,Binary_interactomes_various species_2012_D_melanogaster_fly_cocomp_hq,26,56,20,spectral_entropy,1.0185185185185184,,,
Biological,Binary_interactomes_various species_2012_D_melanogaster_fly_cocomp_hq,26,56,40,spectral_entropy,0.9428571428571428,,,
Biological,Binary_interactomes_various species_2012_D_melanogaster_fly_cocomp_hq,26,56,60,spectral_entropy,0.8561020036429873,,,
Biological,Binary_interactomes_various species_2012_D_melanogaster_fly_cocomp_hq,26,56,80,spectral_entropy,0.8690744920993229,,,
Biological,Binary_interactomes_various species_2012_D_melanogaster_fly_cocomp_hq,26,56,100,spectral_entropy,0.7997481108312342,,,
Biological,Binary_interactomes_various species_2012_E_coli_K12_binary_hq,32,37,100,adamic_adar_entropy,0.5320213197228486,0.5714285714285714,2.1280852788913944,4.0
Biological,Binary_interactomes_various species_2012_E_coli_K12_binary_hq,32,37,100,seal_entropy,0.6304101590858295,0.7755102040816326,2.521640636343318,4.0
Biological,Binary_interactomes_various species_2012_E_coli_K12_binary_hq,32,37,20,spectral_entropy,0.96,,,
Biological,Binary_interactomes_various species_2012_E_coli_K12_binary_hq,32,37,40,spectral_entropy,0.99009900990099,,,
Biological,Binary_interactomes_various species_2012_E_coli_K12_binary_hq,32,37,60,spectral_entropy,0.9786476868327402,,,
Biological,Binary_interactomes_various species_2012_E_coli_K12_binary_hq,32,37,80,spectral_entropy,1.013986013986014,,,
Biological,Binary_interactomes_various species_2012_E_coli_K12_binary_hq,32,37,100,spectral_entropy,0.925925925925926,,,
Biological,Binary_interactomes_various species_2012_E_coli_K12_binary_lc,32,37,100,adamic_adar_entropy,0.701838730514401,0.5714285714285714,2.807354922057604,4.0
Biological,Binary_interactomes_various species_2012_E_coli_K12_binary_lc,32,37,100,seal_entropy,0.6304101590858295,0.7755102040816326,2.521640636343318,4.0
Biological,Binary_interactomes_various species_2012_E_coli_K12_binary_lc,32,37,20,spectral_entropy,1.04,,,
Biological,Binary_interactomes_various species_2012_E_coli_K12_binary_lc,32,37,40,spectral_entropy,1.0621761658031088,,,
Biological,Binary_interactomes_various species_2012_E_coli_K12_binary_lc,32,37,60,spectral_entropy,0.935374149659864,,,
Biological,Binary_interactomes_various species_2012_E_coli_K12_binary_lc,32,37,80,spectral_entropy,1.0171568627450982,,,
Biological,Binary_interactomes_various species_2012_E_coli_K12_binary_lc,32,37,100,spectral_entropy,0.9228187919463088,,,
Biological,Binary_interactomes_various species_2012_E_coli_K12_cocomp_hq,974,2299,100,adamic_adar_entropy,0.7989195334519628,0.662632131041717,7.132576204229539,8.927777962082342
Biological,Binary_interactomes_various species_2012_E_coli_K12_cocomp_hq,974,2299,100,seal_entropy,0.4754621705834769,0.8878707619576516,4.244820688339001,8.927777962082342
Biological,Binary_interactomes_various species_2012_E_coli_K12_cocomp_hq,974,2299,20,spectral_entropy,0.835866656273547,,,
Biological,Binary_interactomes_various species_2012_E_coli_K12_cocomp_hq,974,2299,40,spectral_entropy,0.8997641946196867,,,
Biological,Binary_interactomes_various species_2012_E_coli_K12_cocomp_hq,974,2299,60,spectral_entropy,0.8444366010765022,,,
Biological,Binary_interactomes_various species_2012_E_coli_K12_cocomp_hq,974,2299,80,spectral_entropy,0.837716554286288,,,
Biological,Binary_interactomes_various species_2012_E_coli_K12_cocomp_hq,974,2299,100,spectral_entropy,0.8654326538768985,,,
Biological,Binary_interactomes_various species_2012_H_sapiens_human_binary_lc,3155,5648,100,adamic_adar_entropy,0.7843015096286464,0.6281384327037967,8.331967707970602,10.623424289869911
Biological,Binary_interactomes_various species_2012_H_sapiens_human_binary_lc,3155,5648,100,seal_entropy,0.2610698806254198,0.89708396324926,2.7734561111895233,10.623424289869911
Biological,Binary_interactomes_various species_2012_H_sapiens_human_binary_lc,3155,5648,20,spectral_entropy,0.90317287075525,,,
Biological,Binary_interactomes_various species_2012_H_sapiens_human_binary_lc,3155,5648,40,spectral_entropy,0.9131205673758864,,,
Biological,Binary_interactomes_various species_2012_H_sapiens_human_binary_lc,3155,5648,60,spectral_entropy,0.8259287291729307,,,
Biological,Binary_interactomes_various species_2012_H_sapiens_human_binary_lc,3155,5648,80,spectral_entropy,0.7951419811952743,,,
Biological,Binary_interactomes_various species_2012_H_sapiens_human_binary_lc,3155,5648,100,spectral_entropy,0.8088076469086617,,,
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_binary_hq,705,1243,100,adamic_adar_entropy,0.806448943004662,0.580027315296566,6.823751156519592,8.461479447286155
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_binary_hq,705,1243,100,seal_entropy,0.6130188277257388,0.8134348985431842,5.187046211600792,8.461479447286155
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_binary_hq,705,1243,20,spectral_entropy,0.8600973901624993,,,
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_binary_hq,705,1243,40,spectral_entropy,0.8939110834297239,,,
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_binary_hq,705,1243,60,spectral_entropy,0.797444700360697,,,
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_binary_hq,705,1243,80,spectral_entropy,0.7639100152109519,,,
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_binary_hq,705,1243,100,spectral_entropy,0.770757853987791,,,
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_binary_ht,537,1028,100,adamic_adar_entropy,0.8111066404499118,0.5793813206424747,6.5446396415919725,8.068778277985412
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_binary_ht,537,1028,100,seal_entropy,0.5904714973369622,0.8680785246876859,4.7643835914820025,8.068778277985412
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_binary_ht,537,1028,20,spectral_entropy,0.9157458563535912,,,
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_binary_ht,537,1028,40,spectral_entropy,0.9037725145369452,,,
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_binary_ht,537,1028,60,spectral_entropy,0.8184311863691512,,,
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_binary_ht,537,1028,80,spectral_entropy,0.7898384286393157,,,
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_binary_ht,537,1028,100,spectral_entropy,0.7965213023138991,,,
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_binary_lc,81,108,100,adamic_adar_entropy,0.630737271787274,0.6258503401360543,3.368042422572715,5.339850002884624
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_binary_lc,81,108,100,seal_entropy,0.7155423559250013,0.6780045351473922,3.8208888513501886,5.339850002884624
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_binary_lc,81,108,20,spectral_entropy,1.0,,,
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_binary_lc,81,108,40,spectral_entropy,0.8975377283558379,,,
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_binary_lc,81,108,60,spectral_entropy,0.8826429980276134,,,
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_binary_lc,81,108,80,spectral_entropy,0.8175033921302578,,,
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_binary_lc,81,108,100,spectral_entropy,0.7398190045248869,,,
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_cocomp_hq,890,1329,100,adamic_adar_entropy,0.749088431291438,0.631306514773941,6.590226471434832,8.79766152585376
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_cocomp_hq,890,1329,100,seal_entropy,0.4680331643177126,0.9004129583481666,4.117597362541531,8.79766152585376
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_cocomp_hq,890,1329,20,spectral_entropy,0.9012969883490878,,,
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_cocomp_hq,890,1329,40,spectral_entropy,0.8488469420151817,,,
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_cocomp_hq,890,1329,60,spectral_entropy,0.7067289949563292,,,
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_cocomp_hq,890,1329,80,spectral_entropy,0.6698506373011286,,,
Biological,Binary_interactomes_various species_2012_M_musculus_mouse_cocomp_hq,890,1329,100,spectral_entropy,0.6852539564646061,,,
Biological,Binary_interactomes_various species_2012_R_norvegicus_rat_cocomp_hq,104,117,100,adamic_adar_entropy,0.6962623632778772,0.500945179584121,3.9690016298759927,5.700439718141092
Biological,Binary_interactomes_various species_2012_R_norvegicus_rat_cocomp_hq,104,117,100,seal_entropy,0.6410026102086864,0.7665406427221172,3.653996738665709,5.700439718141092
Biological,Binary_interactomes_various species_2012_R_norvegicus_rat_cocomp_hq,104,117,20,spectral_entropy,0.9419152276295132,,,
Biological,Binary_interactomes_various species_2012_R_norvegicus_rat_cocomp_hq,104,117,40,spectral_entropy,0.9993468321358588,,,
Biological,Binary_interactomes_various species_2012_R_norvegicus_rat_cocomp_hq,104,117,60,spectral_entropy,0.8841940532081377,,,
Biological,Binary_interactomes_various species_2012_R_norvegicus_rat_cocomp_hq,104,117,80,spectral_entropy,0.7786666666666666,,,
Biological,Binary_interactomes_various species_2012_R_norvegicus_rat_cocomp_hq,104,117,100,spectral_entropy,0.7878411910669975,,,
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_binary_hq,129,153,100,adamic_adar_entropy,0.7941069368103728,0.4994444444444444,4.773557262275185,6.011227255423254
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_binary_hq,129,153,100,seal_entropy,0.6970120937757284,0.6405555555555555,4.1898980954642875,6.011227255423254
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_binary_hq,129,153,20,spectral_entropy,1.0335689045936396,,,
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_binary_hq,129,153,40,spectral_entropy,0.9981378026070764,,,
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_binary_hq,129,153,60,spectral_entropy,0.8996188055908514,,,
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_binary_hq,129,153,80,spectral_entropy,0.8811398575178103,,,
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_binary_hq,129,153,100,spectral_entropy,0.8335809806835067,,,
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_binary_ht,96,114,100,adamic_adar_entropy,0.7333612812032428,0.4545454545454545,4.095795255000934,5.584962500721156
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_binary_ht,96,114,100,seal_entropy,0.7008063299757806,0.5165289256198347,3.913977073182751,5.584962500721156
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_binary_ht,96,114,20,spectral_entropy,0.9254498714652956,,,
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_binary_ht,96,114,40,spectral_entropy,1.0221992772328343,,,
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_binary_ht,96,114,60,spectral_entropy,0.835740817168799,,,
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_binary_ht,96,114,80,spectral_entropy,0.8654353562005277,,,
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_binary_ht,96,114,100,spectral_entropy,0.8282531006937145,,,
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_binary_lc,28,56,100,adamic_adar_entropy,0.6220913406329318,0.793388429752066,2.3685225277282065,3.807354922057604
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_binary_lc,28,56,100,seal_entropy,0.6995756396056729,0.6694214876033058,2.663532754804255,3.807354922057604
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_binary_lc,28,56,20,spectral_entropy,1.0666666666666669,,,
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_binary_lc,28,56,40,spectral_entropy,0.8743169398907104,,,
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_binary_lc,28,56,60,spectral_entropy,0.8576642335766423,,,
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_binary_lc,28,56,80,spectral_entropy,0.8395677472984207,,,
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_binary_lc,28,56,100,spectral_entropy,0.8077695914266577,,,
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_cocomp_hq,90,118,100,adamic_adar_entropy,0.6842727487014718,0.5982986767485823,3.757925413690195,5.491853096329675
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_cocomp_hq,90,118,100,seal_entropy,0.5290258677031883,0.8260869565217391,2.9053323495842474,5.491853096329675
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_cocomp_hq,90,118,20,spectral_entropy,1.0309278350515465,,,
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_cocomp_hq,90,118,40,spectral_entropy,0.8921161825726142,,,
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_cocomp_hq,90,118,60,spectral_entropy,0.4761904761904761,,,
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_cocomp_hq,90,118,80,spectral_entropy,0.5691318327974276,,,
Biological,Binary_interactomes_various species_2012_S_pombe_972H_fission_yeast_cocomp_hq,90,118,100,spectral_entropy,0.5992201928996511,,,
Biological,Bluthgen_plant-ant_web_Bluthgen_plant-ant_web,92,285,100,adamic_adar_entropy,0.8422943872468942,0.3596491228070175,4.652465233197298,5.523561956057013
Biological,Bluthgen_plant-ant_web_Bluthgen_plant-ant_web,92,285,100,seal_entropy,0.6090887239236146,0.8775007694675284,3.36433930332779,5.523561956057013
Biological,Bluthgen_plant-ant_web_Bluthgen_plant-ant_web,92,285,20,spectral_entropy,0.6751054852320676,,,
Biological,Bluthgen_plant-ant_web_Bluthgen_plant-ant_web,92,285,40,spectral_entropy,0.8669179472310815,,,
Biological,Bluthgen_plant-ant_web_Bluthgen_plant-ant_web,92,285,60,spectral_entropy,0.8542886668963141,,,
Biological,Bluthgen_plant-ant_web_Bluthgen_plant-ant_web,92,285,80,spectral_entropy,0.809553739786298,,,
Biological,Bluthgen_plant-ant_web_Bluthgen_plant-ant_web,92,285,100,spectral_entropy,0.8390367553865653,,,
Biological,C_elegans_interactomes_2009_BPmaps_scaffold,345,400,100,adamic_adar_entropy,0.7936162775934246,0.5125,5.896928094887363,7.430452551665532
Biological,C_elegans_interactomes_2009_BPmaps_scaffold,345,400,100,seal_entropy,0.7246539260834512,0.7349218750000001,5.384506614141226,7.430452551665532
Biological,C_elegans_interactomes_2009_BPmaps_scaffold,345,400,20,spectral_entropy,0.95523765574527,,,
Biological,C_elegans_interactomes_2009_BPmaps_scaffold,345,400,40,spectral_entropy,0.95912475307704,,,
Biological,C_elegans_interactomes_2009_BPmaps_scaffold,345,400,60,spectral_entropy,0.8115588115588116,,,
Biological,C_elegans_interactomes_2009_BPmaps_scaffold,345,400,80,spectral_entropy,0.7447373076242703,,,
Biological,C_elegans_interactomes_2009_BPmaps_scaffold,345,400,100,spectral_entropy,0.734208174591976,,,
Biological,C_elegans_interactomes_2009_Genetic,683,1543,100,adamic_adar_entropy,0.6459099677669465,0.759750801146905,5.4358114942911975,8.41574176829009
Biological,C_elegans_interactomes_2009_Genetic,683,1543,100,seal_entropy,0.5327200845610104,0.8868221875527071,4.483234666447124,8.41574176829009
Biological,C_elegans_interactomes_2009_Genetic,683,1543,20,spectral_entropy,0.8753851057048763,,,
Biological,C_elegans_interactomes_2009_Genetic,683,1543,40,spectral_entropy,0.872860155981753,,,
Biological,C_elegans_interactomes_2009_Genetic,683,1543,60,spectral_entropy,0.7972319820221513,,,
Biological,C_elegans_interactomes_2009_Genetic,683,1543,80,spectral_entropy,0.774407405091,,,
Biological,C_elegans_interactomes_2009_Genetic,683,1543,100,spectral_entropy,0.7885530711392729,,,
Biological,C_elegans_interactomes_2009_LCI_lit,117,123,100,adamic_adar_entropy,0.6479169585680525,0.4652777777777778,3.8035088547976783,5.870364719583405
Biological,C_elegans_interactomes_2009_LCI_lit,117,123,100,seal_entropy,0.0846881254206378,0.9826388888888888,0.497150183636967,5.870364719583405
Biological,C_elegans_interactomes_2009_LCI_lit,117,123,20,spectral_entropy,0.7287449392712552,,,
Biological,C_elegans_interactomes_2009_LCI_lit,117,123,40,spectral_entropy,0.1442524417731029,,,
Biological,C_elegans_interactomes_2009_LCI_lit,117,123,60,spectral_entropy,0.1311546840958605,,,
Biological,C_elegans_interactomes_2009_LCI_lit,117,123,80,spectral_entropy,0.2473164448261056,,,
Biological,C_elegans_interactomes_2009_LCI_lit,117,123,100,spectral_entropy,0.3145253526496378,,,
Biological,C_elegans_interactomes_2009_WI-2004,1084,1602,100,adamic_adar_entropy,0.8488360886155615,0.533427734375,7.709255868486391,9.08214904135387
Biological,C_elegans_interactomes_2009_WI-2004,1084,1602,100,seal_entropy,0.4820847156874315,0.8798779296875,4.378365238431959,9.08214904135387
Biological,C_elegans_interactomes_2009_WI-2004,1084,1602,20,spectral_entropy,0.921316542268109,,,
Biological,C_elegans_interactomes_2009_WI-2004,1084,1602,40,spectral_entropy,0.8915342867329556,,,
Biological,C_elegans_interactomes_2009_WI-2004,1084,1602,60,spectral_entropy,0.7886218159980078,,,
Biological,C_elegans_interactomes_2009_WI-2004,1084,1602,80,spectral_entropy,0.7339096388192337,,,
Biological,C_elegans_interactomes_2009_WI-2004,1084,1602,100,spectral_entropy,0.7520960965407467,,,
Biological,C_elegans_interactomes_2009_WI-2007,1108,1500,100,adamic_adar_entropy,0.8352718711733389,0.5453333333333333,7.612452472427265,9.113742166049189
Biological,C_elegans_interactomes_2009_WI-2007,1108,1500,100,seal_entropy,0.4590696199531296,0.8793055555555556,4.183842152519014,9.113742166049189
Biological,C_elegans_interactomes_2009_WI-2007,1108,1500,20,spectral_entropy,0.9409691629955949,,,
Biological,C_elegans_interactomes_2009_WI-2007,1108,1500,40,spectral_entropy,0.8701420989556582,,,
Biological,C_elegans_interactomes_2009_WI-2007,1108,1500,60,spectral_entropy,0.7348463446024422,,,
Biological,C_elegans_interactomes_2009_WI-2007,1108,1500,80,spectral_entropy,0.7039461829539312,,,
Biological,C_elegans_interactomes_2009_WI-2007,1108,1500,100,spectral_entropy,0.7135749397974008,,,
Biological,C_elegans_interactomes_2009_WI8,2214,3538,100,adamic_adar_entropy,0.852099111682499,0.5416215697140536,8.616800720671568,10.112439506781552
Biological,C_elegans_interactomes_2009_WI8,2214,3538,100,seal_entropy,0.3521385256651534,0.8777580829410482,3.5609795387961074,10.112439506781552
Biological,C_elegans_interactomes_2009_WI8,2214,3538,20,spectral_entropy,0.9403825776588032,,,
Biological,C_elegans_interactomes_2009_WI8,2214,3538,40,spectral_entropy,0.9046987029585466,,,
Biological,C_elegans_interactomes_2009_WI8,2214,3538,60,spectral_entropy,0.8233562103531145,,,
Biological,C_elegans_interactomes_2009_WI8,2214,3538,80,spectral_entropy,0.7672576451868147,,,
Biological,C_elegans_interactomes_2009_WI8,2214,3538,100,spectral_entropy,0.7741649423588531,,,
Biological,C_elegans_neurons_1986_C_elegans_Metabolic,297,2148,100,adamic_adar_entropy,0.7415722238522339,0.8350992441901532,5.349938673991917,7.214319120800766
Biological,C_elegans_neurons_1986_C_elegans_Metabolic,297,2148,100,seal_entropy,0.7378655772153014,0.8902038132807364,5.323197742285044,7.214319120800766
Biological,C_elegans_neurons_1986_C_elegans_Metabolic,297,2148,20,spectral_entropy,0.8754567600487211,,,
